bitcoin address,wire amount,credit card
1EJvwZ2RyKXSw94XGTqSVPYbb5Uvgb4vzW,$4898.97,4913787716032461
134vsGKLQGsreoM2j2G4x9ndrSaLBPh2Zk,$3502.72,5893042907231071407
1AXyYjHUMoHyQk1SNKhES57j7JYsoP1Y5m,$9902.82,3551387513485704
1E9s5e4avff4PEWDdf8UxxK2b1omjrxbuq,$320.76,201758144859675
13d3DfnJQZr3hxiJA2uFGLEppEgx2yXwEL,$4466.18,630421316552141181
112KqZACxuqBaY9hDakrXwGR3RVAYiMs1K,$3642.00,30449846822511
1JazuPDN8yzL1yuSjQpZEmq1TpEc84DDh1,$9853.67,3556422049119603
1PoPg6uMkcWH9YhiTAFpLwFgyeMoYEQ5ai,$5035.94,5602216151942649
1JASz8u4WWnAyE6JPXW1ijBd3hsowiMWpW,$3527.04,4508230268525492
135PkoxgjZXcWoBqo6cGLnfWstwFcDLEUP,$2041.32,3529011372461627
1AkEkya59xUBwPjuBQZ8FhetVPNtoajXAQ,$3797.97,5010128685693281
1HwwV93p6CGYyQijzz2SGW1crQDRqn2MCD,$7407.91,201679989638042
1Nc6kM1c3N6xLU8XvapzLHNEvfVHjTkuVU,$808.43,676151073383810778
1GBjRWUwGQ28vdW5ZZButKjDnLHQZmSf5b,$1364.99,5108758163820122
1mPoMWWJQZzA4ERs7H21qjvjcS3oTvzD3,$389.92,5353804848389471
16EncvLYMhGKM853hvtjoe4s7LsZ4sNb6b,$8112.18,3573108813305101
19zDsQSxjYCDNs2ToJqK8heAYnGiB3aBnH,$875.09,3535012372008626
16cRn8Vm9LMk5pF6yZHMUfHYdUmBjgcgDm,$8137.56,56022360012054932
1MyUSTG8wSMprJzFP2gPpBfXTGn1e8fc4h,$459.42,3548664479130540
157HABicMwQABcRGugEHWefywpVcdrdVYs,$3188.87,3578024450762972
1XSggA6NK2qXrbcB3H5YNApwxM71uH5w7,$388.55,30453610710381
14NzCbUUYyyxemkCdvi6HAzL8p7hxNhqrw,$5723.13,3570400007139203
1CmMCiPkeTfaFJA7NfUP9kSXQR4Ca5T4Fj,$2050.55,3563501550472815
1MiY8PYJH7Abb3GLeoQ7CLNXNgGU1iezSH,$9157.09,5563614262622778
1JkSAAvrQvHzTD14E7KazZMYfkQsGtFPkF,$3653.14,3540172493682098
1Lq5NgawxNzY1fwhPnxZcg3fXjJAqLqWTg,$7109.82,4903687754457409541
1LLLiMt6VCUyC2sykY3von1BmSn545c8U6,$2932.24,3549839271932942
1ayfjFew13KfgGgp1qWXVjdZuXhGWyrQx,$5261.67,5010125186475135
1GYkpZvbJ7JQnrNCX6i8gvyocL41ZEfUMe,$9750.80,5002355911687080
1Db4TYRQhces6vefuzTg3QhjVPy5SjzdrF,$9857.56,3550525852779366
16EGVkDkCzjwLL4MdEKoNnEJKe6Beu9zqs,$4989.47,3572941658010001
14PeBE76meB7taEC48Fq5AKgug6WQ81cj4,$5837.52,3551730639417400
16bbLCdwLzu2M2pK5Pc2SJw3thhTZRCNw2,$2818.56,3573927624969684
1M1bmdtEM3tB9BiRN8bES8iTDtvUvjYY42,$8255.45,4405906613741579
1F4qP9A85NXpRjsEUJodcQAydSKthauiqu,$6026.93,3530608352084944
1PKy4MYMeEfM5LrsEVvcj8d4DoGLKC8QcR,$1535.36,3572879975507160
19URG52hsNnGiLvwZTWKp2LSq5dovYdtVH,$9937.23,3555955970698971
14raK3r8kKdShLXhYMt728FA9pmnQwMRh9,$8018.53,3531947489705396
1QLYqJA4G4TA5J3dKtNwkqQTXWPgYYQgs5,$7627.59,4041373864164
1K7UDDQLPtnLxGggXfcr9kk72Vt44eVAoF,$7875.11,337941703022128
1NqrK7AsjoNSwEDZWDZXdbr95SqBHtokBB,$4733.39,5411897537643596
1JF7bCRqfLquuwX1M8gr4zPtVGXNTJZoiX,$9199.13,5018594593854418
1FH4pqsA2Uuy8FrL15HaKwK76fqpzCbGCx,$2021.04,30382513714804
17RPFs7qBHvVA1hzAHj7dXwdYJpMj9XFue,$1382.80,5048372055494427
1E9AGhbF3KQ94kEFgrPe5vzX1PM2ENvZ7,$1104.41,4616282327438687
15QAPGVVEro85HrpAb1aUXUYpATmMnstMp,$6699.74,3540208325398196
14LT2TrYXrJhWoDcwGGwi1iHgQkeNrkrFT,$3636.03,36198319005658
16RJttbLh5iLrbvwUVuatqWi3849fimC86,$9340.09,633427120644610536
19B7au28koUxXKjkL8KU1s9BmqzaFxBRmA,$9071.28,4917147676628558
1EMCVVzGBCdtyvaS9QoFyZ7WQ51VQiFEYc,$1066.29,3569640073379869
19YBCufbFz1PUGUiop3scLSixFAn2HimfR,$8518.78,5100173529976436
1MpTUUuJW73dm9G4ZRuyd5tmAVhsrEG12z,$6765.57,3535448258043057
1pfcEgP35TojhS2L9aCtWCoGfAF82esau,$6596.57,3545044217591175
1ARCCpNCyGqBbu5zKLAYKfG3AxAMvyScoj,$4184.85,5602214649368501
1FDiP1RBm9vvdaQYr6k5vey1HE76oeAc6M,$9408.09,5100141543314462
14dRAA7jRbYp87TaxaMt7oCeySoKvP2GAA,$621.52,589308156973907414
1AoVuhC7w3SkTCfkzHKuFKqNX6q9Y5mHzW,$5220.45,3582182411711522
1AD2LZXZjtj7ebUk5gjVrDoAZExz1XZa2P,$7098.28,3547035365292150
1LDK9e5EhdgjthPjHRqn4bFxHNf9e7cQwp,$6491.09,3562586243789668
1FtHDkJiXW7gPTz5MZ54tybfCEoCYaegXs,$5443.03,30030275474451
1PWJrAjAHzwjbP9u3DLsmRtZPjoCxWSeFG,$411.86,3553408881178081
19wwQsmhfTbjRuH3jtaaw3Jdr25F5wMg31,$1053.88,3586404157196130
18Ho2GNQww3G8rktuST25uYYgrczyFuR4i,$4892.86,3539573822673182
1EvFgmXRbpxcfvbmgf7piQiFHBHdTWxjMJ,$6275.48,5602220054295394
1FBm7mwg9C5nAavJirYoVbfhmy6skq3mXw,$6515.94,670929562361439869
1ChE2uQ9xzawkHocunPjUH6hpJ9c81YzpP,$1622.11,4508733913130493
1MGzvtMxEmRAKr7BVkCgWEnj7jY5ghDBEG,$2861.84,5602226713528216
18S8cCfMwdzS11JJ44RwEHXiUq7qyaAEph,$6850.63,5038880196212531624
13vx2nMQyJVnfiyk8WHgwm9tEp2162pyXd,$9378.03,4913847321537179
1GKn5fWahhzauBLjJL8YDSSmjoTDSmqB8u,$1097.04,4026802818813744
1P7sukMWrynD3fJ4d1xMCeois9P7XVpvU2,$9380.87,3552162675608503
1LsDJEooHXs5vSjKJeJMbaEfrn1cLtqqiy,$7482.47,3581572714024089
16JcbPZ1qApXKdX8pQzCsA4B9baBKfvxt8,$6706.63,3571253794440675
1PQk2arVgUCr26qLX54uBrGKSU8jS5CZak,$8870.23,3555338786554557
1JzSQn8ZLPnGM6HkfRBopmu59V43zM1LoU,$9522.74,5602238790277534
1QBCXvEkihnAbNct76CChEpe3c7D9CWrvb,$6823.91,633346182730381511
1K9eGTvV7AG14Vp2W2jtTYKxCBCgKxYyts,$1416.42,4041378516751347
1G7sBvhZdQ3n95g2c9qzmaDvq34xDvrgGY,$4746.61,4936379612933225
14QWCT9yPbt5vZ7t7zDqT6icQFEpmahnz5,$7644.90,3557206093227233
15LhXfZEnoD5MX8f5uUr3QcnsTxFPvk7pK,$8698.46,5518875685374778
14Aq7bipzR4ZnSciUD7of8xVoovwyChS2Y,$5512.59,503820684834755953
18VnksmUKb5UXmqnmvRSGE1KseygN7ywZ1,$6090.01,6761983066520028799
1MkewwnokuKni8A75m2y1We5XVuEUbyaQ8,$9313.29,3532194394924668
1Kez2rMhUEe4vKuGZ4fDiznGCnks3kiRrS,$9677.92,633432533062244252
19fA3NpDAp8Fbyx4KWukGgAcqKtqL62xAW,$4852.25,5100145822880846
18bzehhpGv5Fxwmj7qw7Lx5dQGXAMWB7Xs,$2343.57,374622811322477
1qjc2pSKn47sHtpNSYbgSxjACYDvfiAd4,$1433.92,3577712270952069
18Hva8TTVpaXDWMuoJugdFuqJ7s4bYZdRH,$2270.58,4041593042803194
1PhSijQ83r8n3qq5keT8oi91uWp7htZSms,$2011.37,3564296323816021
1EkNPqRHsd9BsuoAJRxpq5ZLPK1hS96maL,$2062.11,67613375381985351
1Q5B1BJ2wX3Xy6PDTD5aRciZQGKDK4KnvN,$4807.75,67719584275501116
19F9pkZuEvTe4WwFj8PWZJ842R32uAaSWx,$3225.73,3543256965081793
1Bqjniictuo6BJrBo34kWtUuftfjcYHshR,$8836.86,3546974822979960
1JFnCfbP25NvM9oCuvuWqh74N5yxAeNbX3,$4949.73,3550619624834805
14KNjbZc3CWesC15R7uCxFKQ47kjswUgAo,$2837.57,3556140677786044
1ikcaVeDk69UTzWLaMpb8PiMzKzPvi5xR,$4402.38,5595030868553402
15zthGRDtxiuiNVAxX8sM5NeBRcY2idoVo,$4200.99,3532317644059312
161YeyAMpmaCAa12SBWmTq5gJ3mSd72rCJ,$3602.23,4913314402679685
13NoMBxkzfkY6hPTU3U2AovVeW66nAvD9K,$4451.77,3543410098219388
1Gh8Ruhj1UY8zHit5ERmPrCW7Y8mUwc7Pg,$7492.97,589343402355774635
1LzZQUpkCowxSNoVbGofy8jQJg965TwLFb,$903.28,5010125101554105
14NSC3gACSmpKoxbrxozmK64VXrWTVG4Hk,$2718.34,3531950386708018
1G5zpHhTt3df4SLNA6NRxSwntZ9zdBsKN,$2965.14,30431829926881
14aJM9hkZX38jvEoCdHkHaaXdeWfk3YTLi,$6036.39,677126445607800605
1B94CgzKTn1h71CToyDt73kfrsKt2XDheX,$8685.26,3549693078402702
17dFZ3yhfGQzf2sYnqjxd4eDfm9BXTfBma,$9670.67,4175000681806973
1MdJyfxfAxLUBnyNxnSvbppxiJkeL2mEvf,$789.49,30517559360091
1J337agtx2Gq3tBGsDZkC7cmog4qNqtAbN,$1216.87,6374517735428631
1LL5AooCMeVVA7dPbESfZ93UKpPMoxq7DC,$3219.22,4041591600150
1LsRQWabsUtAFVFDf3ztcqt9vsGe7h6Zma,$5808.86,4913068282412936
1E7zbiRkK51ZpfbGGwYBemezD7yeunWwf6,$7963.45,5108751475368799
1AZ2nUwZmgzpkMRW9LZwxDSEWHFgkGi8Lz,$8798.06,3588809817651027
1He5vojJyKNRHFA7NsKykeRM3vkxqCe1P3,$5570.08,4041599434370
1QAzE2sW4xhfhEBhhRXjCHuqfVjNqZvSLb,$8063.35,4913333583580884
19XqVU9Jwpm3Cg4c2hdi9q2NMwzWcq8RqE,$1652.40,30382861271217
1Hyc3sLJrQVpRyXq48M1rRok5agYPFGwPp,$1934.67,3541966571001876
1JzDYE7qn7KZa1dzw2h5c2SR4SYr9bc2aR,$7837.14,4041592840870
1AMJJpZ6a5pmPGzAzX1NkgSnDWkBzcAGrP,$9016.89,30275033278708
17JyGNyXJa6BybvvaUQu1X67k61tmfnj1t,$4134.25,6762074468723028
1NkSdc5PFZSoxssvDQ3j5pZvCRX4TmsFrU,$4845.66,3528769023138529
1Xfi5V5XJnFepepQX2xEwXFQBh6mL9Psn,$9573.26,5108751956837833
15N8dBh4sKMLShXR7gzHxNHES1NgKZQ6Zy,$9362.13,5020383359819314055
1EpWMRZ3g27AwrFYeiyLwn2JuTJ5yQ9iDK,$2345.98,3563005971803947
1GN2N5rMWHYnwYmNkXjW6vzyJhPcGwH9HK,$7418.97,3570791676460247
12aKpvyxkMmi4z9gBKrMXrBzQuD2k2wmD4,$4191.35,4913030843693727
19XMXA1vLyihhg4XzghS7mugQbRqabZvQV,$874.02,3535526549325506
1J8TXHE21AGsX6ckoBJWcqsccMz7UVWL8t,$9535.63,676201005742881124
1GRDMCDXkdDXBQJn36Y19W7tWYDbWTSha8,$255.43,5641824315474166412
1E4UzXsTpoXXGS8NFGLkCFmpwhF1XHArUN,$9408.29,3534602103365484
19nHSaDncdvRmvK8dEG4DdLBqHPx7d9Pbm,$3418.79,5641820803934115842
1GH6xPkWvy9GDVSHW25tepaUn388HgnLWy,$7003.75,3530695756848438
1MQ5KHA6USctcBpS1Q2XmWdxN4cnfYKbmz,$8123.31,337941697596244
1KqbPd7ACEA6cJownieMozLYTF7W4BWnXQ,$1914.79,3532799132086412
1NvvMjrvgwmzgjipd8Y1xMKSCu6WoeqBAW,$6308.41,36291448503253
1JW8EQPDt16MhAbqFihFoviKt2AjdUMk8Q,$3924.85,3533273390638461
1A4AqUx8EfPqGm9Ww6XSLQRxyRdWyUTKMn,$1149.51,341359887765335
1F3adW8HrZwgoXi8WLf9M1Dt9ZuKG99ovF,$1573.71,201421623731101
19gWLHLPnz5Zxkkhe8jMvot7aH5xbgqiMR,$4885.48,3561386832977613
14ih4N6ZG7AvePij9NkftaKb1w8WKJL3Z4,$9732.11,5100137076947314
1D1ChPgVwwTtNqvMZUnJmRsWBJPUCfwen6,$6816.02,3566714030859678
1KSwASoaajw5BspKH8oL5nHL6odhCA63WB,$5594.53,3546378074580072
14QVqxErvnfmH6MfQRNQ7Dsan7mnsiYx38,$5458.78,3542420559333108
1KmY5rPtt2PZf7QgziiBDsQMGnp8jHVUaW,$8492.94,3554392211372938
1NoNuqHvnD43PLahzG1x5qv442nayYnaCt,$2340.32,5602249948939834
12XTjHWZjReXpGPXq1p86P84Mho6NZE4gk,$3194.43,3539552059128037
1FA6anWeds18nSFnMuSzXxGEwjaNW7nD1D,$9563.66,30197286939036
18H1tzFWhi4cS4GPcnkbDXsBXWcG7rbrjX,$5441.51,3565536821040031
1DUcLpQXhXYW9TorKmJhttwMjPtmKs7Fqr,$9442.59,3573967230404858
1Mq1WfWufYoDh5xfoThDgmNB3BQHSGst4o,$2461.24,6761714753005251907
13mwpazAEAnFQTrbYf3YVLvFZUHeUoBKfy,$4215.38,633423456008954167
1PxQ2DUjL1ktRPDv1UTXJwLP8erfnVMMgd,$4055.33,3561936279235154
1JXgRW2tRkjNiTDbFvan89jXVXVaB6c6np,$6703.19,3565514138055703
14NAuAAwQ5rJ1GQ5uZwuDxyknX7tLChcy4,$8600.51,30596385321253
1P9xrNa52oYaWm3Y2FtKHpcmCY9XkWfPuG,$1953.95,374288478374043
1M4yYRw7NYbUCaPJJXYEEEEkDsrALtjWTs,$3011.78,3578448471137718
1G8K9zfqgx3K7N41v5FvZGKvhAwvchFvMF,$4487.61,3548712532972794
194gANRm7HXTkN9ubi3JEKNKzEq673tPEg,$9693.92,3552976946554463
15a4UeU6ayfVbF31XQhkfqSAC4gPQF7jXA,$2021.74,5332012259380189
1PQoNQMjzuQUKf9J8tismQmHTdAkFQMpVn,$7477.24,3567886624702495
1MHdjnGSLaca6XZBXZzHAxCcBvmtExSqvh,$5787.64,4405674165341483
15Z19v4MqhnMqTEWzev1vo1WKbtVNZiu3K,$4518.26,4041592081429747
1P4rrwWg7EwqptMNMteWSvsEXpHA7dpoaz,$4517.08,3545100074062450
1Kkt8ERTUcND2gbRggmNmeRYasEemZtkvT,$9088.14,3533431530881926
14JJmi6YaKwaPYg3ig8SRR1DQ6ekCgcMNN,$2527.01,3555117398396338
1GB35EgqtEKNFuR3PtorE4FEEPPCjQrbXm,$5172.05,6759805905866391057
1eMynk6KCoqgKoEQsJg7bhGxX2YCoGEXt,$6038.70,6370238288884716
14VbuUqRdAW8c827VXKhWpEnmiTZw7GCoN,$2152.86,3571235786755657
1E12zBBm8KzEVjRWjoJjWYv4FM9ubvt9dR,$3474.36,3530842667946410
1Ld7fmND7EL7Lc3eZmCDxWqQbuGZHyYQAY,$9277.71,30427827731612
16KwupT6h2CkGTiuAbmE46KveS8XGFqZq6,$3941.05,201446369512019
1MktGpSSQCGf8iKpNP1cELG2ShvYLj428S,$752.66,3564912161160930
15D7vWy8MyWtYGHHM6aQNkbEoEPCrm4nj2,$7706.17,3554606452088618
18p2Sw7hP8F4qGqWtSjyESuA3qN4gGBNPP,$6101.25,3586743392949138
1MKbXyk1BBLgqB2gzULiT3Si4y5zMh1tzw,$8598.18,3573775090593953
1MzXDykn5wkJoofdD8StGiKyAAy5DuVAtX,$6016.92,3560431612298581
1DHxUXSX8mC82658PV115JGJLoLwVB3BNa,$2159.64,5466243271433528
14FueFQ6tBNGwiVvrsXU3Ebu9JZudFCQ4x,$5266.18,6385328355014165
1P3JSakQBM7Ftzm1rEZ5NK8rEyX9x9fpPU,$6574.68,3562941975329698
1AitU87ALxiuAf3CYH8TvdKZXRE6UvnwYQ,$803.13,3567964028147557
1BiVBsEg3gguM5Cxsowf6v3LNU7byoy2UE,$8127.76,374283028768323
12ZH43LxkvhQ4FVHC6W2XKQRRG34sLA819,$2266.75,3535020444214247
1F7XKCAWUWQNShuRBi5chX2ne1xtCpr3Bz,$3272.52,374283860837483
1Px2XXzem5LQho4y2igFEMMUCinfdKd4aF,$9611.22,374622085868890
1BrXYQkmpz3wfncenE4Fe1Zy3sWEBY9ovk,$6819.33,3569192572660415
1BEfqbBbReDPu6ScVoAh4yo9YMNh7PKfd5,$7256.05,201572503050143
1J79byaXup59745vVdCWgtrPKa8ZC3t6Bo,$2884.21,5318756539003494
1FZY9SoBQfRpuCNJH4dRwnFNLSQ3yUkU1A,$2666.96,5100178423043290
1DK1nDtdb8s8wz7qukp2q1kX3485zaUvJC,$2185.37,3533886357151317
18LYigJHXWUqxd3xZQrEnEtNSBiN5vZBkf,$8772.59,3584164349078537
15tr8tdQaRjAbhWxLNv5C7oTUzFWX28Bgn,$5259.97,4041375035748
1De4wT7rBX9BdDm8dHckdhJ2KCdjgqhu9u,$1846.42,4034201456261
15ExJ6JrKf3YZ8aL2K67Xg5Y1pV7HABX8E,$8518.26,4903834631411940708
1KUDep1qicLvT1uw4nhDKx7G1p4mtyRhqp,$7497.82,6382966716515157
1DwHamStGAijwSVnu2wp2mYk753kbHLt6,$8900.04,3586215834790222
1LU3oTf2zaMcWVJ2rggfQQyf2tt77zGNSv,$5094.88,4844393176303155
1BpKcRtTr27DaJEVT4AiJ1iGLP58oi1wSV,$9296.82,3566079051693160
16MzSz3Uu88vACBHQi2PuRuN6a6sJ5Lv3S,$7505.75,372301348901655
1GdPY8BHjudxTiwxkwGyxWc9H6tma2egHD,$1131.90,630454724535028641
1EugtfL69f5BrF9G4BWd4CcwSQejYX9uSu,$5765.92,3585393260946096
19FwrBPy7EfEdtAw8pNmVVuno5BJeat7ce,$3153.66,3582186334440382
1B929cEmzfqctSV7cWRHhKUqKkvRSkyzKs,$3236.99,3567696860826530
1L9NgAzxmnky1ucVnGzQGvuRVj69ZVtXZp,$1991.84,30487660374805
12LoaAjYt9JrH9wGwnX7g7KNcye5fmBuN2,$921.21,3557177094508261
1EHyHpnbkDu3fAK6f2goSZfaKQjUMDRQCn,$2435.49,5100146866459844
1LA2dJXv9Zti673ZaLt9QywHoifwd1eFve,$2867.59,3550533644100271
1H5vAkgKhZQ7ECTqAU9JVLGr3sk2yZVYNm,$4574.18,5002350648653901
1JSzshUAZ6y35jAy51tx41ciE7iwMxNcYj,$8685.58,5610691007271684
1EHQ1yjL2JPd3mkFi4GWVqwAQa2jQCnyCQ,$5066.69,560223832585676406
12bnkXifHV5zLGTBPzfYZEe8hHraGT12Gp,$6288.71,3570195270016803
1EdUEjYsYgwX5dhDTyGhfswyM5VNyj1Ds1,$6585.11,3587183135042306
19UQGyY4R93V1AzZXwPM2Ey4bovQQJ5J5e,$9823.55,564182383795854673
1DfU2JyXFvP9FxRBAbcPs2ivoSF1Aqi733,$7243.41,30188056682336
12Hnmj3LmvUjrsPV194ksS2DfAWEGJaGXp,$5960.34,561039178985243468
1A5AZuACFi65GT8F6awz55kWvq9ybAm3y1,$8720.21,337941631644472
176bgKW7jG3MAn34eTdM7CPUNhBvkzTyns,$2303.41,3534570328228748
17BPcJtGEhthJU36Lry6Grmd7mty1mqSp8,$7669.00,3550313179901256
1HgZgTh2iNQesuGYLjsuaL4Fx9xaM9Q7Zv,$8250.11,3585967119462684
1L1EVUUnABADXKzYAuwyeJXDL2J7B9P9D,$8258.52,3537438581035654
1CfRKcmRpHmz4nKWazoX2j1yMGmhALK7Tu,$9201.01,3585242081246550
1PVmHhYATyx11ogbVPQEEWzoRV6xkeUZo4,$3842.83,6304712660260978473
1Hb3sPiRSmKCdk8tMaYJ8MQd79gkH8GVKV,$8139.61,5602223951317287
14YGebBhB2iptN6GYea4WcawpgoXouGMWr,$3000.67,5438989743940350
179KrncJQvSDsWW6dpWoUg6R3HwepJJDUS,$7742.56,675989872919855540
12g24CGeZtNbTiVTAZxzgkDT7HAZgAR7Tw,$9488.68,63046260231505011
1MuQUF8tpy8YFSuCT9epxBYRDGfnWRxXHF,$3256.14,6304274948514005114
1FeWDYJnVoznds38WQC9HKde6G7SHeC5WZ,$1523.98,6331108359680791443
18vw4QVuYbrWpBbDvuRomvNSZaqK42mRxH,$4600.88,201997215947072
15JXhUPPWzK568bo72oBjqzz7GNWtmZRH3,$5902.76,3572014383037200
1Gc2k8nCcR74N47hxRwdhBfMHQwbvkLqDr,$5705.19,3578421547299093
1EKF6WYh8QqKibakDhUehbgymoGeWNMvMi,$4248.82,6370129504275914
1HFMAaBx94p6fJRtdGZm5NmUGBgxRLnj3W,$8342.80,4175003313665080
1DVxmCZtgB8tm7VQMvdwpQ1nwpSFQVHvjj,$4287.80,3532903670371737
1EBhCVUJJH9gEB8gcJLtuMGPyrfBtdA9xH,$2769.54,3579772543184682
1Mi44tq6SRcXz5UMqYJqY8ZfJUdasQkwek,$8795.01,201464315618863
1FPGX1uDL3mMDKEjHfpJpDoGRJefFjmKgK,$8986.28,3534562271823336
1KV52yRfinHmyoivW7od4PJaVDQJQVjuo2,$8039.43,5010126392786869
1K7LheVBmbN3btb6gwKeeZhsDWVDo42DRW,$3377.10,5602222959754273016
1BEGA3cmdjNuX8DrEdRVhYEng5a1JB5qu5,$6718.55,3564848669953014
1LCAHCFiHTeZW7hwTb86hCKopQr7sorEFn,$267.41,3554767113489569
1Fymjoixr4hSPqBi4yWYKerPhdw9hU7Efs,$9663.45,3532744972152510
1AProNCTyFseafK8sxUqpTtxxfHncWssw1,$6276.19,5038567916760260213
1N2hggEvH4NPbqiKeCoz444jaQjpY3tdm5,$6364.97,4026079707990616
1Mfa6pPitkXmnkUdibJuwr68jEXpkD3waJ,$2054.28,670693500561057796
13V9ZxD2o4AyQ6D8DR4fE7FUMac6DSSY1K,$2707.12,3571424432986979
1BnUxQGbVU573usrqqedaYzt1zVUrAqdUs,$3503.43,6391827239933674
1CwCUiwuhLgSKm1AkdwzsACS9tEr4992gz,$7335.85,6759816884823070749
1AQxXPQqutKe9pzrxBREeAvB7hDQbzsx8S,$4330.53,201493486140084
1M2iZX3NofRTMz8rJh2KjssHwocxFQ3oFq,$1967.16,3554788741580058
12EcEgBK3ZRp9aBQUfoo5Wii3UJtCw4sR3,$9420.24,3570423061001978
14ZmzAcJ3efbw7MEiKtsZCW5JcC1KV9cN5,$6121.39,4026037342244138
14jB5CGfwYK5Pockm5TfsGbHmQNVeYryd7,$7685.94,6771148858704913668
1HfdaYZnu5BkAwgcPkepH4Aah74GdYkHtd,$3963.02,67639956570164104
1HnDkVxtgDwdxJB64rp8kyU3jrTE5wkXwS,$9818.35,50184708439664757
1DbydmpdY1S7ExHgmPaiqomo197aNpcR3o,$3085.15,3530174988630428
1ASLovagsGmS34Lsxf8XWC9bPp4UWon9tb,$2640.08,5602259473054107
12vuaouKoFFynTr32QfpfGPMLRRef7gBjk,$4012.52,67624464151059378
1MJAfXfXdhxwzAHoV6wg7sZjvKHyyWSJuB,$1480.86,633110430721456972
1G33m27PQbXS6Hfi8nxMc8Bqe1zGRqURtE,$2702.15,374622062515647
1BFKfDZS2LPfEFgDY9EQutcWNWHFAU4NwP,$2336.71,5602238646430733
1LYNzvwga2PUE8ZDML5rrfJQ1S5T3RXj5N,$4012.93,30398915308722
1A33gNtvxf8T5bgBxdpDjRMrtqGML6vnSb,$9111.94,201794235266116
19QfyRvMEdSoxE69g7qNAszTLcCaux4v1m,$134.36,5602227564254811
1Aj1CC3m93kyvaEbrxfUctMmoGKZBK7WDA,$4121.23,5602225356570141369
173QtxyfXKRNJDACiSwb3g7cwk9GJbjdUK,$735.11,560223983453264294
1243ZniyZh97juLr8nw99XtvKXFG5amJKb,$6312.69,337941553383687
1EiULahDBYdaTSPAN75hkNfALH1yKMvLkw,$1761.36,30502875061623
1wZq6K6teBaGPoKgnmx6h3cKqHGhiGGuy,$8890.56,6377705016404960
17VajTuWaAbpS1RwwWxhUjx8Y2CU7QPkCL,$6937.43,374288307114677
1PRBrpBxxpZsw44yrYMx9TiAkHAmDbcfh,$9648.91,630470161199852315
1Mkd8GdN1S5T5NHB9ViDuo7qCTRJMjyFu9,$9093.32,3581127583513512
1BKy6AG1WhSNnBWhmSkQuJGMtsD13vz3wE,$7238.51,5100133658045494
17qsdNb5ggTWQyodQyz4TnhAE2gyW6wPBu,$8051.80,3574515703171089
